lon, lat, M, time_string, depth, catalog_id, event_id
15.106,37.757,3.50,2020-01-02T05:20:56.661173,6.3,32,3
13.057,43.009,3.80,2020-01-26T12:59:13.306175,8.7,32,4
14.739,41.069,4.60,2020-01-10T16:21:00.541741,10.9,32,5
14.935,37.839,3.70,2020-01-06T07:44:38.824584,28.3,32,6
14.736,41.082,5.20,2020-01-21T12:46:36.782731,10.7,32,7
11.319,44.005,4.10,2020-01-06T14:16:56.174971,7.3,32,8
13.123,43.012,3.50,2020-01-27T20:06:05.673550,8.1,33,0
13.178,42.728,3.70,2020-01-10T20:06:33.896973,9.7,33,1
11.551,44.322,4.00,2020-01-20T06:35:47.752187,22.1,33,2
14.935,37.839,3.70,2020-01-11T21:38:59.158969,28.3,33,3
10.155,44.167,4.00,2020-01-10T18:57:50.544172,4.9,34,0
14.755,38.016,3.60,2020-01-18T23:43:45.667178,9.4,34,1
12.548,46.202,3.90,2020-01-01T08:55:51.199434,9.1,34,2
13.409,42.335,4.00,2020-01-07T07:15:37.519658,9.3,34,3
11.319,44.005,4.40,2020-01-18T01:57:18.873868,7.3,34,5
11.319,44.005,4.40,2020-01-18T01:57:18.873868,7.3,34,5
14.935,37.839,3.60,2020-01-16T02:32:13.727928,28.3,34,10
14.935,37.839,3.60,2020-01-16T02:32:13.727928,28.3,34,10
14.736,41.082,3.80,2020-01-16T01:07:14.575425,10.7,34,9
14.736,41.082,3.80,2020-01-16T01:07:14.575425,10.7,34,9
14.935,37.839,3.60,2020-01-16T02:32:13.727928,28.3,34,10
11.139,44.133,4.20,2020-01-23T03:33:29.573804,9.4,35,0
13.204,42.874,4.30,2020-01-01T16:42:04.427139,8.7,35,1
15.483,37.833,3.90,2020-01-04T01:59:51.784121,5.8,35,2
11.019,44.078,3.80,2020-01-27T05:01:39.736360,10.0,35,3
13.135,42.952,4.40,2020-01-21T13:53:31.063158,9.2,35,4
13.459,42.333,4.20,2020-01-11T17:11:56.803941,8.3,35,5
13.24,42.567,3.70,2020-01-28T05:38:27.321041,10.3,35,6
18.806,39.182,3.70,2020-01-12T09:41:07.872286,5.0,35,7
11.444,43.323,3.50,2020-01-22T06:38:28.307033,6.4,35,8
13.282,42.56,3.90,2020-01-16T14:30:06.275094,12.6,35,9
13.057,42.758,3.50,2020-01-13T20:19:39.422616,10.1,35,10
11.319,44.005,3.50,2020-01-22T23:09:04.675231,7.3,35,11
14.739,41.069,3.70,2020-01-18T21:55:01.187667,10.9,35,12
11.984,43.883,4.80,2020-01-01T08:31:49.760968,8.0,36,0
13.869,43.228,3.60,2020-01-07T11:43:01.043298,8.9,36,1
14.935,37.839,3.50,2020-01-06T18:44:41.692452,28.3,36,7
14.739,41.069,3.60,2020-01-06T08:17:06.816668,10.9,36,5
14.739,41.069,3.60,2020-01-06T08:17:06.816668,10.9,36,5
14.739,41.069,3.60,2020-01-06T08:17:06.816668,10.9,36,5
14.935,37.839,3.50,2020-01-06T18:44:41.692452,28.3,36,7
14.935,37.839,3.50,2020-01-06T18:44:41.692452,28.3,36,7
16.029,39.987,3.90,2020-01-16T05:57:02.889691,12.5,37,0
14.943,36.534,3.90,2020-01-05T23:03:42.998534,7.9,37,1
12.854,43.307,3.50,2020-01-11T20:28:10.243897,9.3,37,2
11.319,44.005,3.90,2020-01-24T16:33:27.379100,7.3,37,8
14.935,37.839,3.50,2020-01-27T21:10:47.479480,28.3,37,4
14.739,41.069,4.90,2020-01-05T15:47:43.984086,10.9,37,5
13.263,42.463,3.90,2020-01-11T09:30:30.318432,13.7,37,6
14.736,41.082,3.90,2020-01-06T08:44:02.922763,10.7,37,7
11.319,44.005,3.90,2020-01-24T16:33:27.379100,7.3,37,8
13.051,42.954,3.50,2020-01-10T05:21:49.549024,11.9,38,0
13.338,42.354,3.60,2020-01-07T16:35:47.884338,9.2,38,1
10.993,44.356,3.50,2020-01-07T09:42:03.414950,28.6,38,2
11.319,44.005,5.10,2020-01-23T06:11:49.363645,7.3,38,6
14.736,41.082,3.80,2020-01-11T21:58:17.938633,10.7,38,4
14.935,37.839,3.70,2020-01-14T16:45:28.115372,28.3,38,5
11.319,44.005,5.10,2020-01-23T06:11:49.363645,7.3,38,6
13.263,42.463,3.60,2020-01-09T03:30:55.657593,13.7,38,7
16.011,39.89,5.10,2020-01-25T06:07:51.016264,8.6,39,0
14.928,37.694,3.60,2020-01-11T21:21:50.113267,23.8,39,1
12.549,42.609,3.60,2020-01-05T06:23:00.320394,10.0,39,2
10.697,46.567,4.10,2020-01-13T09:43:24.166473,7.3,39,3
14.736,41.082,3.60,2020-01-10T20:43:56.361374,10.7,39,4
14.935,37.839,3.80,2020-01-10T17:44:36.402582,28.3,39,5
13.263,42.463,3.80,2020-01-09T14:58:04.853566,13.7,39,6
14.739,41.069,3.50,2020-01-17T08:57:25.774155,10.9,39,7
13.327,42.544,3.50,2020-01-01T15:03:47.244657,9.0,40,0
11.24,43.611,3.70,2020-01-04T15:47:27.570936,8.7,40,1
11.976,43.881,3.70,2020-01-27T13:08:36.260291,7.3,40,2
11.437,44.828,3.90,2020-01-26T02:36:52.850558,9.1,40,3
15.099,38.08,4.10,2020-01-21T11:28:17.068447,9.8,40,4
16.698,39.054,3.50,2020-01-23T02:21:02.124405,6.7,40,5
13.332,42.612,3.50,2020-01-03T20:37:36.498828,11.1,40,6
13.239,42.793,3.60,2020-01-26T13:28:28.957503,12.7,40,7
14.739,41.069,3.50,2020-01-16T18:17:05.998351,10.9,40,14
11.319,44.005,3.60,2020-01-26T19:53:01.249046,7.3,40,13
14.739,41.069,3.50,2020-01-16T18:17:05.998351,10.9,40,14
14.736,41.082,4.40,2020-01-23T22:42:11.023988,10.7,40,11
13.263,42.463,4.00,2020-01-17T05:39:42.998990,13.7,40,15
11.319,44.005,3.60,2020-01-26T19:53:01.249046,7.3,40,13
14.739,41.069,3.50,2020-01-16T18:17:05.998351,10.9,40,14
13.263,42.463,4.00,2020-01-17T05:39:42.998990,13.7,40,15
11.324,44.004,3.60,2020-01-18T15:15:34.814098,8.1,41,0
11.075,44.863,3.60,2020-01-28T09:21:50.995823,3.3,41,1
16.235,41.407,3.50,2020-01-16T19:36:43.369808,4.8,41,2
13.091,43.066,3.50,2020-01-17T06:31:18.743515,3.5,41,3
15.915,37.241,3.60,2020-01-12T11:06:38.376920,28.9,41,4
13.263,42.463,4.60,2020-01-27T01:44:13.608072,13.7,41,11
14.739,41.069,4.30,2020-01-28T02:11:33.374819,10.9,41,6
13.263,42.463,4.60,2020-01-27T01:44:13.608072,13.7,41,11
11.319,44.005,4.10,2020-01-12T05:40:45.165158,7.3,41,12
14.736,41.082,3.80,2020-01-04T22:20:53.895257,10.7,41,9
13.263,42.463,4.60,2020-01-27T01:44:13.608072,13.7,41,11
13.263,42.463,4.60,2020-01-27T01:44:13.608072,13.7,41,11
11.319,44.005,4.10,2020-01-12T05:40:45.165158,7.3,41,12
14.935,37.839,4.20,2020-01-14T11:39:54.257890,28.3,41,13
15.464,39.72,4.10,2020-01-26T00:05:49.780423,10.2,42,0
15.632,38.143,3.90,2020-01-27T21:11:35.703166,16.5,42,1
13.106,43.017,5.50,2020-01-08T08:08:12.356711,8.7,42,2
16.492,39.153,3.70,2020-01-11T22:27:26.857422,16.8,42,3
13.251,42.717,3.50,2020-01-03T09:43:56.366664,12.1,42,4
11.237,44.833,3.50,2020-01-17T21:25:25.458156,10.8,42,5
8.807,44.412,3.90,2020-01-26T09:38:59.893171,3.6,42,6
13.505,43.072,3.60,2020-01-22T01:35:47.917641,18.8,42,7
14.935,37.839,3.60,2020-01-11T08:56:17.176875,28.3,42,15
11.319,44.005,3.50,2020-01-20T08:54:00.182036,7.3,42,16
14.935,37.839,3.60,2020-01-11T08:56:17.176875,28.3,42,15
14.739,41.069,3.50,2020-01-23T11:45:48.315800,10.9,42,13
13.263,42.463,3.50,2020-01-27T14:48:08.427236,13.7,42,14
14.739,41.069,3.50,2020-01-23T11:45:48.315800,10.9,42,13
13.263,42.463,3.50,2020-01-27T14:48:08.427236,13.7,42,14
14.935,37.839,3.60,2020-01-11T08:56:17.176875,28.3,42,15
11.319,44.005,3.50,2020-01-20T08:54:00.182036,7.3,42,16
13.14,42.773,4.70,2020-01-04T15:26:38.848069,8.9,43,0
13.534,41.95,3.50,2020-01-16T10:22:18.247181,10.6,43,1
13.327,42.365,3.50,2020-01-22T16:07:17.242250,8.9,43,2
13.56,42.3,3.50,2020-01-02T20:17:45.771180,9.6,43,3
15.427,42.072,3.70,2020-01-05T15:41:13.666397,23.5,43,4
13.233,42.846,3.90,2020-01-26T06:31:12.460835,9.0,43,5
13.234,42.853,4.00,2020-01-15T23:35:53.227202,9.9,43,6
14.736,41.082,4.70,2020-01-08T12:31:08.740110,10.7,43,11
13.263,42.463,3.50,2020-01-03T11:07:33.030677,13.7,43,12
14.739,41.069,3.80,2020-01-19T11:45:22.156807,10.9,43,13
14.736,41.082,4.70,2020-01-08T12:31:08.740110,10.7,43,11
14.736,41.082,4.70,2020-01-08T12:31:08.740110,10.7,43,11
13.263,42.463,3.50,2020-01-03T11:07:33.030677,13.7,43,12
14.739,41.069,3.80,2020-01-19T11:45:22.156807,10.9,43,13
13.232,42.574,3.50,2020-01-09T00:44:18.446369,9.9,44,0
13.133,42.792,3.50,2020-01-06T13:31:16.344445,9.5,44,1
15.428,41.766,3.60,2020-01-26T05:32:39.507292,5.0,44,2
11.262,44.902,3.90,2020-01-13T08:09:09.413668,8.9,44,3
13.243,42.764,3.50,2020-01-02T11:48:49.554221,8.6,44,4
10.864,43.211,4.20,2020-01-21T02:42:45.773469,7.1,44,5
15.366,37.028,4.00,2020-01-03T10:47:19.667980,25.5,44,6
14.282,38.699,3.50,2020-01-03T12:33:28.079854,7.0,44,7
10.888,44.196,3.50,2020-01-15T07:12:23.601419,9.7,44,8
13.055,42.964,3.70,2020-01-22T07:22:19.554954,7.8,44,9
13.227,41.896,3.50,2020-01-03T10:41:31.069152,9.9,44,10
14.736,41.082,4.40,2020-01-18T11:19:10.935274,10.7,44,11
15.019,37.713,3.50,2020-01-22T01:25:46.664760,3.4,45,0
10.884,44.193,3.90,2020-01-02T10:05:28.693100,8.9,45,1
11.022,44.885,3.70,2020-01-25T01:46:56.749679,6.4,45,2
13.495,42.232,4.20,2020-01-02T12:03:45.132809,9.2,45,3
14.257,37.885,3.50,2020-01-07T00:54:38.658703,2.0,45,4
13.395,42.385,4.20,2020-01-20T02:02:30.064680,9.4,45,5
12.384,43.313,4.00,2020-01-03T02:54:54.572660,8.5,45,6
13.586,42.246,5.00,2020-01-22T22:16:32.488534,8.3,45,7
13.333,42.498,3.50,2020-01-12T01:46:03.498778,11.1,45,8
13.104,42.809,5.00,2020-01-16T18:54:52.772741,10.9,46,0
11.718,44.29,3.60,2020-01-04T20:53:32.115591,22.0,46,1
13.49,42.258,3.70,2020-01-21T14:03:57.710479,10.1,46,2
15.125,38.264,4.10,2020-01-08T17:59:25.355570,9.1,46,3
14.935,37.839,3.60,2020-01-25T01:16:43.732434,28.3,46,4
11.319,44.005,3.70,2020-01-07T17:13:29.749434,7.3,46,8
11.319,44.005,3.70,2020-01-07T17:13:29.749434,7.3,46,8
11.319,44.005,3.70,2020-01-07T17:13:29.749434,7.3,46,8
11.319,44.005,3.70,2020-01-07T17:13:29.749434,7.3,46,8
13.068,42.595,4.00,2020-01-13T08:31:13.212245,6.5,47,0
11.093,44.852,4.00,2020-01-13T22:30:41.255722,14.0,47,1
13.036,43.008,3.70,2020-01-03T12:33:43.161113,8.2,47,2
14.736,38.532,3.90,2020-01-21T15:03:48.082523,20.7,47,3
7.313,44.374,4.00,2020-01-05T21:41:44.174874,11.1,47,4
13.107,43.033,3.50,2020-01-07T07:02:54.146621,7.9,47,5
13.263,42.463,4.00,2020-01-06T12:44:57.309933,13.7,47,6
14.935,37.839,3.50,2020-01-05T20:36:44.929065,28.3,47,7
14.739,41.069,3.50,2020-01-03T10:30:19.550977,10.9,47,8
11.319,44.005,4.30,2020-01-11T14:08:30.193384,7.3,47,9
16.0,37.233,3.50,2020-01-27T10:12:23.726794,30.0,48,0
14.722,38.043,3.90,2020-01-07T20:09:18.752456,7.9,48,1
13.043,42.96,3.50,2020-01-12T09:06:51.643497,9.0,48,2
13.167,42.741,4.10,2020-01-21T19:09:25.809468,9.0,48,3
15.09,37.675,3.50,2020-01-09T09:59:19.444905,2.2,48,4
13.084,43.067,3.50,2020-01-27T16:42:50.788456,7.3,48,5
13.499,42.276,3.80,2020-01-09T20:03:33.306041,7.8,48,6
13.196,42.789,3.70,2020-01-05T16:54:33.447767,9.5,48,7
14.739,41.069,4.10,2020-01-01T11:45:11.581206,10.9,48,13
13.263,42.463,4.10,2020-01-15T17:39:28.693652,13.7,48,17
13.263,42.463,4.10,2020-01-15T17:39:28.693652,13.7,48,17
14.736,41.082,3.80,2020-01-06T16:02:14.134467,10.7,48,11
14.935,37.839,4.20,2020-01-26T08:46:02.936812,28.3,48,15
14.739,41.069,4.10,2020-01-01T11:45:11.581206,10.9,48,13
13.263,42.463,4.10,2020-01-15T17:39:28.693652,13.7,48,17
14.935,37.839,4.20,2020-01-26T08:46:02.936812,28.3,48,15
13.263,42.463,4.10,2020-01-15T17:39:28.693652,13.7,48,17
13.263,42.463,4.10,2020-01-15T17:39:28.693652,13.7,48,17
13.184,42.464,3.60,2020-01-08T07:53:00.753310,11.1,49,0
11.126,44.868,4.90,2020-01-23T01:18:41.744686,8.2,49,1
13.174,42.728,3.90,2020-01-27T11:28:29.195283,8.6,49,2
13.086,43.014,4.10,2020-01-24T14:47:18.642418,8.2,49,3
14.932,37.695,3.70,2020-01-16T17:37:45.247111,23.1,49,4
11.319,44.005,3.70,2020-01-19T19:54:42.368302,7.3,49,5
13.263,42.463,4.20,2020-01-09T17:53:38.525920,13.7,49,8
14.935,37.839,4.00,2020-01-14T16:07:37.949709,28.3,49,7
13.263,42.463,4.20,2020-01-09T17:53:38.525920,13.7,49,8
14.739,41.069,3.80,2020-01-10T09:39:57.684782,10.9,49,10
14.739,41.069,3.80,2020-01-10T09:39:57.684782,10.9,49,10
13.213,42.785,3.60,2020-01-28T06:00:52.295393,8.3,50,0
11.292,45.798,3.60,2020-01-19T13:37:48.572276,8.1,50,1
13.838,41.419,3.90,2020-01-03T00:52:35.633992,1.3,50,2
13.222,42.524,3.50,2020-01-14T17:38:20.467861,10.5,50,3
13.475,42.259,4.00,2020-01-21T17:17:12.250215,10.3,50,4
13.297,42.508,3.50,2020-01-15T00:50:13.727396,9.9,50,5
13.305,42.621,4.60,2020-01-08T21:45:44.926035,9.9,50,6
11.319,44.005,3.80,2020-01-10T00:51:13.397847,7.3,50,7
13.263,42.463,3.50,2020-01-23T18:24:41.052171,13.7,50,8
12.046,43.828,4.50,2020-01-28T07:49:09.314226,9.4,51,0
11.336,44.153,3.60,2020-01-23T20:40:39.063017,6.7,51,1
15.247,37.778,3.50,2020-01-13T02:12:37.651840,10.4,51,2
12.519,43.372,4.70,2020-01-19T22:50:12.574291,8.4,51,3
16.252,38.951,3.70,2020-01-12T04:20:44.644118,10.7,51,4
14.935,37.839,3.90,2020-01-05T13:09:44.130001,28.3,51,5
14.736,41.082,3.50,2020-01-15T18:06:58.867794,10.7,51,7
14.736,41.082,3.50,2020-01-15T18:06:58.867794,10.7,51,7
11.319,44.005,4.20,2020-01-04T09:58:35.472441,7.3,51,8
13.263,42.463,3.80,2020-01-18T00:41:15.992264,13.7,51,9
11.086,44.858,4.70,2020-01-21T04:54:35.798758,3.6,52,0
13.213,42.803,3.60,2020-01-05T12:46:22.477188,9.2,52,1
11.1,44.824,3.80,2020-01-04T10:04:46.854868,4.6,52,2
13.296,42.461,3.70,2020-01-13T19:42:26.809024,10.4,52,3
14.935,37.839,4.50,2020-01-19T17:05:51.237533,28.3,52,4
14.739,41.069,3.70,2020-01-10T16:49:14.303190,10.9,52,5
15.844,41.817,3.60,2020-01-13T05:08:22.725812,25.3,53,0
16.017,39.95,3.60,2020-01-11T00:42:51.361787,8.2,53,1
15.083,37.21,4.00,2020-01-14T08:28:52.587950,18.6,53,2
15.065,37.648,4.50,2020-01-21T18:22:09.301904,7.7,53,3
11.014,44.884,3.60,2020-01-04T21:48:41.971022,8.0,53,4
14.739,41.069,3.90,2020-01-09T01:16:08.645662,10.9,53,8
13.263,42.463,3.90,2020-01-20T06:33:22.263877,13.7,53,6
11.319,44.005,3.50,2020-01-12T03:37:14.871062,7.3,53,9
14.739,41.069,3.90,2020-01-09T01:16:08.645662,10.9,53,8
11.319,44.005,3.50,2020-01-12T03:37:14.871062,7.3,53,9
13.136,42.804,3.50,2020-01-06T19:20:59.456217,10.7,54,0
14.926,40.907,4.10,2020-01-20T13:50:01.275732,10.0,54,1
13.153,42.834,3.60,2020-01-18T07:41:07.651690,11.1,54,2
13.07,43.016,4.20,2020-01-23T14:38:41.237540,8.8,54,3
13.263,42.463,4.00,2020-01-10T19:55:10.096892,13.7,54,4
14.739,41.069,3.60,2020-01-23T08:31:39.637157,10.9,54,7
14.736,41.082,4.10,2020-01-03T10:41:25.091771,10.7,54,8
14.739,41.069,3.60,2020-01-23T08:31:39.637157,10.9,54,7
14.736,41.082,4.10,2020-01-03T10:41:25.091771,10.7,54,8
11.819,43.93,4.00,2020-01-20T08:12:50.824608,7.1,55,0
15.79,38.394,3.50,2020-01-23T06:39:17.020655,23.5,55,1
13.448,42.732,4.40,2020-01-25T01:23:41.550572,19.0,55,2
11.168,44.857,3.80,2020-01-16T08:38:22.707745,4.5,55,3
13.359,42.411,3.60,2020-01-02T13:25:07.493730,9.2,55,4
13.323,42.459,3.70,2020-01-23T22:33:20.452666,10.9,55,5
13.211,42.799,3.50,2020-01-12T02:20:09.789226,10.2,55,6
13.137,42.864,4.30,2020-01-10T13:52:45.021867,8.0,56,0
15.112,37.254,4.00,2020-01-16T11:07:53.712986,10.0,56,1
13.136,42.941,4.40,2020-01-04T09:52:09.291457,10.5,56,2
13.597,41.779,3.80,2020-01-08T15:20:50.799879,13.6,56,3
13.161,42.8,3.80,2020-01-27T13:40:23.335692,15.4,56,4
16.004,39.913,3.90,2020-01-23T10:31:23.381714,9.4,56,5
10.251,41.23,4.70,2020-01-05T13:14:32.147644,22.8,56,6
13.452,42.358,3.60,2020-01-18T17:19:56.970868,7.8,56,7
13.212,42.715,3.80,2020-01-24T14:03:06.328031,10.3,56,8
13.155,42.766,3.60,2020-01-07T18:18:46.839678,9.8,56,9
8.307,43.854,3.90,2020-01-01T19:54:13.873297,4.8,56,10
11.319,44.005,3.60,2020-01-05T18:48:56.319594,7.3,56,12
11.319,44.005,3.60,2020-01-05T18:48:56.319594,7.3,56,12
14.739,41.069,3.60,2020-01-16T00:16:49.475797,10.9,56,13
13.263,42.463,4.00,2020-01-28T16:52:26.599496,13.7,56,14
14.935,37.839,3.50,2020-01-28T11:47:39.323415,28.3,56,15
13.04,42.833,3.70,2020-01-06T09:00:42.493990,9.7,57,0
13.241,42.641,4.20,2020-01-26T02:12:23.124996,11.0,57,1
13.211,42.56,3.70,2020-01-18T11:20:30.251274,10.4,57,2
13.433,42.36,3.80,2020-01-18T02:54:30.721444,10.6,57,3
11.319,44.005,3.50,2020-01-23T14:55:30.180317,7.3,57,4
14.739,41.069,4.00,2020-01-04T12:50:15.570994,10.9,57,5
14.736,41.082,3.60,2020-01-11T04:11:04.301813,10.7,57,6
15.399,40.749,3.60,2020-01-11T17:21:20.171849,5.3,58,0
13.816,43.515,3.90,2020-01-17T03:54:41.009222,8.3,58,1
13.108,42.807,3.60,2020-01-12T21:26:36.057558,10.6,58,2
13.263,42.463,3.50,2020-01-02T07:15:06.407150,13.7,58,5
14.736,41.082,4.00,2020-01-17T06:38:28.597696,10.7,58,9
13.263,42.463,3.50,2020-01-02T07:15:06.407150,13.7,58,5
14.736,41.082,4.00,2020-01-17T06:38:28.597696,10.7,58,9
11.319,44.005,3.70,2020-01-27T20:15:19.632422,7.3,58,7
14.736,41.082,4.00,2020-01-17T06:38:28.597696,10.7,58,9
14.736,41.082,4.00,2020-01-17T06:38:28.597696,10.7,58,9
13.277,42.503,4.10,2020-01-12T22:57:06.688346,9.4,59,0
13.199,42.66,3.70,2020-01-11T03:13:12.551847,9.1,59,1
13.205,42.559,3.70,2020-01-28T13:22:15.315526,10.1,59,2
12.664,42.806,3.50,2020-01-19T06:52:59.380074,20.1,59,3
15.198,37.835,3.60,2020-01-25T10:41:56.997286,6.4,59,4
14.739,41.069,3.50,2020-01-13T02:16:36.553482,10.9,59,12
14.739,41.069,3.50,2020-01-13T02:16:36.553482,10.9,59,12
14.739,41.069,3.50,2020-01-13T02:16:36.553482,10.9,59,12
14.935,37.839,4.00,2020-01-07T16:28:55.530749,28.3,59,8
13.263,42.463,4.20,2020-01-04T22:52:41.877611,13.7,59,9
11.319,44.005,3.50,2020-01-05T08:16:35.831918,7.3,59,11
11.319,44.005,3.50,2020-01-05T08:16:35.831918,7.3,59,11
14.739,41.069,3.50,2020-01-13T02:16:36.553482,10.9,59,12
13.236,42.818,3.90,2020-01-26T08:28:53.823584,9.6,60,0
13.232,42.628,3.60,2020-01-02T12:03:39.144862,9.7,60,1
13.175,42.896,3.60,2020-01-28T04:07:05.558689,7.2,60,2
16.24,38.962,3.80,2020-01-15T17:16:09.475074,8.8,60,3
12.95,43.023,3.90,2020-01-01T21:12:31.126273,23.4,60,4
14.277,38.527,3.50,2020-01-18T01:43:40.804443,10.1,60,5
13.211,42.935,3.60,2020-01-12T20:27:07.525933,8.2,60,6
14.935,37.839,3.80,2020-01-14T10:23:11.480665,28.3,60,9
11.319,44.005,3.50,2020-01-23T03:05:27.751601,7.3,60,10
14.935,37.839,3.80,2020-01-14T10:23:11.480665,28.3,60,9
11.319,44.005,3.50,2020-01-23T03:05:27.751601,7.3,60,10
10.996,44.865,3.60,2020-01-27T23:44:56.450500,8.5,61,0
9.437,44.546,3.50,2020-01-23T23:43:05.836758,8.5,61,1
10.216,44.191,4.30,2020-01-26T16:57:32.414146,9.6,61,2
13.24,42.567,4.50,2020-01-04T02:59:37.121755,10.3,61,3
13.158,42.791,3.50,2020-01-04T03:44:48.070246,8.4,61,4
13.225,42.756,5.00,2020-01-18T15:09:30.211502,12.3,61,5
14.894,37.661,3.70,2020-01-04T02:44:03.071312,25.6,61,6
13.263,42.463,3.60,2020-01-13T06:33:45.777858,13.7,61,7
14.935,37.839,3.90,2020-01-09T16:10:34.224980,28.3,61,8
14.736,41.082,3.70,2020-01-15T03:58:03.784584,10.7,61,9
14.739,41.069,3.80,2020-01-10T05:48:08.890533,10.9,61,10
15.839,40.589,3.60,2020-01-13T05:46:47.037561,16.9,62,0
14.274,46.125,5.20,2020-01-23T07:26:00.637447,4.2,62,1
13.606,42.684,3.50,2020-01-22T15:08:34.991686,20.9,62,2
10.248,44.287,3.50,2020-01-10T07:03:26.507759,14.3,62,3
14.736,41.082,3.50,2020-01-04T20:15:33.717063,10.7,62,9
11.319,44.005,3.90,2020-01-25T10:03:09.661878,7.3,62,7
14.739,41.069,3.50,2020-01-24T21:27:40.946688,10.9,62,8
11.319,44.005,3.90,2020-01-25T10:03:09.661878,7.3,62,7
14.739,41.069,3.50,2020-01-24T21:27:40.946688,10.9,62,8
14.736,41.082,3.50,2020-01-04T20:15:33.717063,10.7,62,9
11.048,44.858,4.00,2020-01-17T16:57:40.226678,7.6,63,0
15.975,42.065,3.60,2020-01-07T06:02:36.926984,11.5,63,1
13.203,42.926,3.80,2020-01-28T05:16:08.345430,8.6,63,2
12.967,46.41,3.90,2020-01-27T04:51:31.247341,6.1,63,3
15.685,41.639,3.50,2020-01-24T20:29:27.638750,15.6,63,4
13.057,42.767,3.50,2020-01-08T20:02:55.091084,10.2,63,5
12.662,42.82,4.40,2020-01-10T00:49:47.859393,3.2,63,6
14.736,41.082,4.50,2020-01-22T15:03:41.077049,10.7,63,7
14.935,37.839,3.80,2020-01-11T10:27:42.346030,28.3,63,8
14.739,41.069,3.90,2020-01-18T06:37:50.871840,10.9,63,9
13.155,42.803,3.60,2020-01-17T15:24:49.775422,13.0,64,0
13.251,42.889,4.20,2020-01-06T13:41:19.205663,9.5,64,1
13.324,42.586,3.80,2020-01-26T16:32:01.066603,8.4,64,2
11.319,44.005,3.50,2020-01-17T03:37:41.185146,7.3,64,6
11.319,44.005,3.50,2020-01-17T03:37:41.185146,7.3,64,6
14.736,41.082,3.50,2020-01-01T00:51:36.953458,10.7,64,5
11.319,44.005,3.50,2020-01-17T03:37:41.185146,7.3,64,6
14.935,37.839,4.60,2020-01-08T10:26:57.064464,28.3,64,7
13.263,42.463,3.70,2020-01-10T16:44:50.716551,13.7,64,8
13.546,42.318,3.80,2020-01-25T19:22:14.169979,9.2,65,0
13.188,42.571,3.50,2020-01-27T09:04:57.513547,7.2,65,1
10.569,46.424,3.90,2020-01-01T09:58:37.264427,10.2,65,2
13.08,43.013,3.60,2020-01-16T22:20:00.018132,9.0,65,3
13.263,42.463,3.50,2020-01-08T19:57:04.189285,13.7,65,4
14.739,41.069,4.50,2020-01-23T11:01:02.843966,10.9,65,5
13.06,42.869,3.50,2020-01-28T00:41:42.329489,11.2,66,0
13.472,43.076,3.80,2020-01-16T15:18:16.794958,3.8,66,1
13.24,42.804,3.90,2020-01-15T06:31:43.443005,8.6,66,2
13.235,42.824,3.60,2020-01-06T05:31:47.947590,9.4,66,3
11.297,44.859,3.80,2020-01-18T07:41:34.822062,3.4,66,4
13.495,42.25,3.70,2020-01-25T02:50:15.181956,10.1,66,5
13.489,42.268,4.00,2020-01-04T02:49:03.723063,11.1,66,6
10.887,44.193,3.80,2020-01-16T19:23:00.519184,9.3,66,7
14.935,37.839,4.00,2020-01-13T21:24:20.054204,28.3,66,8
14.739,41.069,4.20,2020-01-10T18:33:05.375469,10.9,66,9
14.602,41.543,3.90,2020-01-21T01:27:52.299400,11.0,67,0
13.52,42.248,4.80,2020-01-26T15:19:30.323912,9.8,67,1
14.947,37.782,3.50,2020-01-24T11:46:27.976672,27.6,67,2
14.739,41.069,3.70,2020-01-04T23:23:26.821346,10.9,67,3
13.263,42.463,3.60,2020-01-18T18:49:13.444806,13.7,67,5
13.263,42.463,3.60,2020-01-18T18:49:13.444806,13.7,67,5
14.869,38.162,3.70,2020-01-10T13:30:04.176172,19.5,68,0
13.245,42.772,3.50,2020-01-19T07:48:15.592900,8.9,68,1
12.729,41.875,4.00,2020-01-05T02:13:07.243080,9.5,68,2
13.171,42.701,3.60,2020-01-26T22:55:37.848003,12.7,68,3
13.503,42.272,3.60,2020-01-06T22:40:21.302629,9.9,68,4
14.784,38.432,3.80,2020-01-25T02:48:52.969182,7.5,68,5
13.258,42.66,3.50,2020-01-28T06:46:12.968442,10.7,68,6
14.88,41.783,3.60,2020-01-20T22:49:16.903208,21.4,68,7
10.956,45.523,4.80,2020-01-23T12:30:23.383710,5.2,68,8
9.41,44.527,4.20,2020-01-16T05:27:28.588618,9.0,68,9
16.257,40.37,3.60,2020-01-18T23:23:27.694813,17.4,68,10
13.847,38.708,5.40,2020-01-03T17:07:29.610423,26.4,68,11
13.133,42.773,3.70,2020-01-28T06:22:23.921540,8.4,68,12
13.342,42.524,3.90,2020-01-02T03:36:17.963110,10.9,68,13
13.264,43.239,3.90,2020-01-02T18:15:54.544086,21.8,68,14
11.319,44.005,3.80,2020-01-28T15:57:11.491799,7.3,68,21
13.263,42.463,4.10,2020-01-21T09:22:56.974338,13.7,68,18
14.736,41.082,3.50,2020-01-15T11:45:00.453596,10.7,68,17
13.263,42.463,4.10,2020-01-21T09:22:56.974338,13.7,68,18
14.935,37.839,4.20,2020-01-12T23:54:51.245976,28.3,68,19
14.739,41.069,3.70,2020-01-04T12:27:08.901154,10.9,68,20
